UID,ApplicationDate,Amount,Term,EmploymentType,LoanPurpose,Success,ALL_AgeOfOldestAccount,ALL_AgeOfYoungestAccount,ALL_Count,ALL_CountActive,ALL_CountClosedLast12Months,ALL_CountDefaultAccounts,ALL_CountOpenedLast12Months,ALL_CountSettled,ALL_MeanAccountAge,ALL_SumCurrentOutstandingBal,ALL_SumCurrentOutstandingBalExcMtg,ALL_TimeSinceMostRecentDefault,ALL_WorstPaymentStatusActiveAccounts
1922577,28/02/2020,1000,12,Employed - full time,home improvments,0,58,1,11,5,2,0,3,6,18.64,8765,8765,-1,3
1923362,28/02/2020,4000,60,Employed - full time,Household good,0,68,1,9,6,2,0,2,3,21.78,10754,10754,-1,0
1928024,28/02/2020,2500,12,Employed - full time,Home Improvements,1,186,2,13,9,1,0,5,4,52.23,188294,3158,-1,0
1928100,28/02/2020,20000,60,Employed - full time,Vets bill,0,391,6,27,20,0,0,1,7,107.52,88967,31625,-1,0
1929061,28/02/2020,3000,36,Employed - full time,vet bills,0,31,3,6,5,1,0,3,1,12.83,2773,2773,-1,0
1929242,28/02/2020,10000,48,Employed - full time,dental treatment,0,184,2,10,8,0,0,1,2,84.1,121053,29632,-1,0
1930987,28/02/2020,4000,36,Self employed,Credit card,0,188,1,17,14,2,0,7,3,45.18,37315,37315,-1,1
1933425,28/02/2020,16000,60,Employed - full time,Car,0,152,10,14,8,1,0,1,6,77.93,311266,2536,-1,0
1933663,28/02/2020,6500,48,Employed - full time,Emergency unexpected bills,0,133,4,24,14,0,0,3,10,53.67,75250,25640,-1,0
1933755,28/02/2020,1000,60,Self employed,schooling,0,174,1,8,8,0,2,3,0,41.62,847,847,-1,7
1934261,28/02/2020,1500,36,Employed - full time,motorbike,0,247,7,17,10,0,2,1,7,84.35,148748,8225,-1,6
1934382,28/02/2020,5000,42,Retired,car,0,288,63,10,3,0,2,0,7,117.6,7574,7574,-1,7
1934438,28/02/2020,1000,12,Employed - full time,credit consolidation,0,104,9,13,4,3,3,1,9,40.0,1035,1035,-1,0
1934711,28/02/2020,10000,60,Self employed,home improvement,0,139,4,14,8,1,1,2,6,59.86,4468,4468,-1,3
1935583,29/02/2020,10000,60,Employed - full time,Debt,0,219,8,21,15,0,0,2,6,64.24,100592,32548,-1,0
1936544,29/02/2020,2000,12,Employed - full time,Debt consolidation,0,232,1,61,9,19,2,21,52,32.69,3663,3663,-1,0
1937895,29/02/2020,1000,12,Employed - full time,Consolidation,0,113,12,19,5,3,6,0,14,54.05,876,876,-1,7
1938224,29/02/2020,3000,48,Employed - full time,Debt Consolidation,0,130,36,3,3,0,1,0,0,67.67,1997,1997,-1,7
1938579,29/02/2020,10000,60,Employed - full time,Other,0,198,3,16,8,2,6,3,8,90.0,19781,19781,-1,7
1940990,29/02/2020,2000,12,Self employed,Debt consolidation,0,70,2,6,4,2,1,3,2,19.17,618,618,-1,7
1943498,29/02/2020,13500,36,Self employed,CAR,0,248,42,7,5,2,0,0,2,123.43,62788,0,-1,0
1944056,29/02/2020,2000,24,Employed - full time,towards a car,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
1944705,29/02/2020,5000,60,Employed - full time,Emergency funds,0,97,6,5,4,1,0,1,1,35.2,0,0,-1,0
1944966,29/02/2020,6500,48,Employed - full time,shopping,0,105,6,46,26,2,15,4,20,58.52,18940,18940,-1,7
1947480,29/02/2020,1500,12,Employed - full time,Morgage,0,84,1,7,7,0,5,4,0,30.29,1158,1158,-1,7
1947911,29/02/2020,5000,48,Employed - full time,medical loan,0,137,9,17,10,1,9,2,7,66.24,14410,14410,-1,7
1950629,29/02/2020,13500,48,Employed - full time,Consolidate,0,148,2,13,5,2,0,2,8,72.54,10758,10758,-1,0
1951020,29/02/2020,6500,48,Employed - full time,my duathers birthday,0,64,3,17,5,5,5,5,12,33.65,246,246,-1,0
1951166,29/02/2020,8000,48,Employed - full time,Home improvement,0,187,0,23,10,3,0,2,13,66.57,126951,42718,-1,0
1951815,29/02/2020,10000,36,Self employed,Car repair,0,378,10,8,5,1,0,1,3,141.75,114107,1624,-1,0
1952374,29/02/2020,10000,60,Self employed,Furniture,0,351,1,15,13,0,0,4,2,66.6,41468,41468,-1,0
1952728,29/02/2020,6500,48,Employed - full time,vets bills,0,134,1,23,8,1,1,3,15,50.74,23339,23339,-1,0
1955044,29/02/2020,5000,12,Employed - full time,Carpets,0,116,3,19,12,1,0,5,7,36.42,10489,10489,-1,0
1957540,29/02/2020,2000,48,Retired,Accountant bill,0,162,4,15,10,0,4,2,5,52.13,5860,5860,-1,0
1958493,29/02/2020,9000,36,Employed - full time,Car,0,211,4,11,7,0,0,2,4,75.09,225926,7293,-1,0
1958543,29/02/2020,20000,36,Employed - full time,Children,0,202,2,35,20,0,0,4,15,65.2,723490,146184,-1,0
1960489,29/02/2020,20000,60,Employed - full time,debt and home improvments,0,220,3,15,9,0,0,3,6,79.0,12685,12685,-1,0
1961425,29/02/2020,1000,36,Employed - full time,Household goods,0,158,0,77,22,5,9,9,55,45.82,75474,13640,-1,7
1964569,29/02/2020,3000,60,Employed - full time,Home improvements,1,232,7,19,10,0,0,2,9,72.05,87366,10820,-1,0
1965119,29/02/2020,13000,24,Employed - full time,Home improvements,0,188,3,26,9,1,0,3,17,66.54,315015,41361,-1,0
1965797,29/02/2020,6500,48,Employed - full time,furniture,0,365,6,10,7,0,0,1,3,79.8,50291,13488,-1,0
1970762,01/03/2020,10000,60,Employed - full time,Rehabilitation,0,247,10,14,7,1,0,1,7,83.21,152686,22482,-1,0
1971746,01/03/2020,3000,24,Employed - full time,Consolidation,1,172,5,8,8,0,0,1,0,48.38,4801,4801,-1,0
1972904,01/03/2020,6500,48,Employed - full time,Vet's bills,0,140,1,27,11,2,8,5,16,62.78,6467,6467,-1,7
1973585,01/03/2020,6500,48,Employed - full time,Medical,0,114,3,21,6,4,3,3,15,39.33,5213,5213,-1,1
1975700,01/03/2020,20000,60,Employed - full time,Furniture,0,144,5,29,8,4,0,2,21,54.83,30815,30815,-1,0
1976424,01/03/2020,6500,48,Employed - full time,Household,0,273,5,7,6,0,0,1,1,84.43,22677,13058,-1,0
1978363,01/03/2020,20000,48,Self employed,home improvement,0,174,5,16,11,3,0,1,5,81.62,102319,20582,-1,0
1978833,01/03/2020,6500,48,Employed - full time,d,0,60,4,25,18,1,0,6,7,24.72,15511,15511,-1,0
1979832,01/03/2020,8000,60,Employed - full time,Quick ter  cash,0,217,6,18,9,0,0,1,9,59.28,81044,1737,-1,0
1981227,01/03/2020,10000,48,Self employed,Debt consolidation,0,301,37,14,10,0,0,0,4,97.21,155480,23238,-1,0
1983664,01/03/2020,10000,60,Employed - full time,Take a class 2 wagon test,0,169,6,8,7,0,0,2,1,50.38,10199,10199,-1,0
1983785,01/03/2020,15000,30,Self employed,Personal cash,0,216,1,19,9,1,0,4,10,69.47,16517,16517,-1,0
1983833,01/03/2020,15000,48,Self employed,Furniture,0,374,12,20,5,2,0,0,15,91.2,33114,33114,-1,0
1983939,01/03/2020,10000,60,Employed - full time,Consolidation,0,245,2,28,10,2,0,4,18,51.93,128021,49458,-1,0
1984313,01/03/2020,6500,48,Employed - part time,tools,0,146,1,43,18,2,0,3,25,55.6,21850,21850,-1,0
1985550,01/03/2020,6500,48,Employed - full time,IVF,1,132,7,18,8,6,0,4,10,50.56,30269,30269,-1,0
1987502,01/03/2020,5000,24,Employed - full time,short loan,0,88,46,2,1,0,0,0,1,67.0,0,0,-1,0
1988563,01/03/2020,1000,12,Employed - full time,Baby,0,130,7,10,7,2,2,7,3,29.7,4137,4137,-1,7
1989509,01/03/2020,2000,24,Employed - full time,Considelation,0,108,5,21,14,1,0,3,7,40.71,5563,5563,-1,0
1992693,01/03/2020,1000,12,Employed - full time,Furniture,0,150,11,10,3,0,0,1,7,35.5,1244,1244,-1,6
1994151,01/03/2020,6500,48,Self employed,Set up may dother,1,153,15,8,6,0,2,0,2,87.12,9818,9818,-1,7
1994590,01/03/2020,6500,48,Employed - full time,food,0,147,27,13,8,3,6,0,5,76.92,193320,715,-1,7
1995223,01/03/2020,7000,48,Employed - full time,Car,0,167,1,51,28,3,9,4,23,41.53,216139,31118,-1,7
1999079,01/03/2020,2500,36,Self employed,car,0,147,8,10,8,1,6,1,2,89.8,323498,6910,-1,7
1999092,01/03/2020,7500,36,Self employed,Car repair,0,64,6,2,2,0,0,1,0,35.0,0,0,-1,0
1999198,01/03/2020,4000,24,Self employed,Car loan,0,234,7,18,14,0,11,1,4,66.35,8037,8037,-1,7
2001421,02/03/2020,6500,48,Employed - full time,furniture,0,37,17,3,3,0,0,0,0,24.33,9055,9055,-1,0
2001722,02/03/2020,10000,60,Employed - full time,Get my car fixed,0,101,4,2,2,0,0,1,0,52.5,1026,1026,-1,0
2003886,02/03/2020,5000,36,Employed - full time,debt consolidation,0,157,2,40,4,9,0,8,36,53.65,19931,19931,-1,0
2004655,02/03/2020,4000,24,Employed - full time,household items,0,152,2,233,18,60,1,62,215,21.23,23583,16675,-1,7
2005869,02/03/2020,5000,18,Employed - full time,Consolidation of debts,0,51,1,6,6,0,1,1,0,33.17,1481,1481,-1,7
2006026,02/03/2020,1000,36,Employed - full time,unexpected expense,0,124,3,7,6,0,3,1,1,59.0,1798,1798,-1,7
2006198,02/03/2020,1000,18,Employed - full time,Various bills,1,253,3,13,6,1,0,2,7,84.46,6521,6521,-1,0
2006411,02/03/2020,5000,36,Employed - full time,debt consolidation,0,104,1,7,4,1,1,2,3,57.43,734,734,-1,7
2006584,02/03/2020,5000,36,Employed - full time,Reconsolidating debts,0,110,2,7,5,0,0,1,2,49.57,2641,2641,-1,0
2006635,02/03/2020,1500,24,Employed - full time,Other,0,149,6,28,17,0,1,8,11,50.36,23184,23184,-1,0
2009416,02/03/2020,15000,48,Employed - full time,Bills and home improvements,0,128,18,3,3,0,0,0,0,63.67,0,0,-1,0
2009644,02/03/2020,7500,36,Employed - full time,Debt,0,153,1,30,22,3,0,6,8,46.83,59303,44668,-1,0
2009759,02/03/2020,6000,36,Employed - full time,Debts,0,208,2,10,10,0,0,1,0,72.1,69549,29262,-1,2
2010252,02/03/2020,12500,60,Employed - full time,Other,0,124,20,6,6,0,1,0,0,73.5,554,554,-1,7
2010729,02/03/2020,10000,60,Employed - full time,Consolidating debts,0,163,23,9,7,1,3,0,2,80.0,6997,6997,-1,7
2012215,02/03/2020,10000,60,Employed - full time,home improvement,0,128,9,6,6,0,0,1,0,47.5,1270,1270,-1,0
2012241,02/03/2020,10000,36,Employed - full time,Cat,0,211,3,9,3,5,0,1,6,45.78,439,439,-1,0
2012767,02/03/2020,2000,24,Employed - full time,Debt Consolidation,1,161,19,11,6,0,0,0,5,58.27,7050,7050,-1,0
2012908,02/03/2020,500,12,Employed - full time,"Home appliances, carpets",0,226,6,22,15,2,0,2,7,31.82,17168,17168,-1,0
2013824,02/03/2020,20000,36,Employed - full time,other,0,401,65,5,4,0,0,0,1,157.2,12565,12565,-1,0
2014053,02/03/2020,5000,60,Employed - full time,Home improvement,0,308,19,10,6,0,0,0,4,107.1,24611,24611,-1,0
2015064,02/03/2020,5000,36,Employed - full time,Paying off outstanding debt,0,245,7,33,16,2,0,1,17,84.24,1772637,63414,-1,0
2015491,02/03/2020,8000,36,Employed - full time,Visa bill,0,20,20,1,1,0,0,0,0,20.0,0,0,-1,0
2015999,02/03/2020,8000,36,Employed - full time,other,0,178,6,21,15,0,0,2,6,68.81,61922,17511,-1,0
2016542,02/03/2020,6500,48,Employed - full time,rent arrears,0,217,1,18,11,1,5,3,7,55.44,17100,17100,-1,7
2017878,02/03/2020,10000,48,Employed - full time,Car,0,174,7,17,13,0,7,1,4,65.94,1912,1912,-1,7
2022262,02/03/2020,10000,60,Employed - full time,Home improvement,0,209,3,9,4,1,0,2,5,68.11,36234,36234,-1,0
2023102,02/03/2020,5000,36,Employed - full time,Moped,0,99,2,28,8,7,1,7,20,37.46,11267,11267,-1,0
2023477,02/03/2020,5000,60,Employed - full time,Home improvement,0,242,8,5,3,0,0,2,2,82.6,477,477,-1,0
2023690,02/03/2020,5000,60,Employed - full time,Debt consolidation,0,143,7,9,5,0,1,1,4,76.56,5915,5915,-1,7
2024903,02/03/2020,10000,60,Employed - full time,furniture,0,104,2,13,8,2,1,1,5,39.08,4783,4783,-1,7
2026138,02/03/2020,8000,36,Employed - full time,Car repair,0,163,22,5,3,0,2,0,2,117.0,4625,4625,-1,7
2027596,02/03/2020,15000,36,Employed - full time,car,0,278,21,11,7,1,0,0,4,131.45,172901,955,-1,0
2031261,03/03/2020,5000,36,Employed - full time,Debt consolidation,0,33,4,7,7,0,0,3,0,16.86,10885,10885,-1,0
2031546,03/03/2020,7500,60,Employed - full time,Marriage,0,185,14,18,11,4,0,0,7,60.89,14715,14715,-1,0
2036934,03/03/2020,10000,60,Employed - full time,Car,0,165,5,12,7,1,0,1,5,70.58,53466,10039,-1,0
2037842,03/03/2020,15000,54,Employed - full time,Motorbike,0,45,8,5,4,0,0,1,1,24.4,7764,7764,-1,0
2039939,03/03/2020,2000,24,Employed - full time,pay bills and home improvements,0,58,3,4,3,1,0,1,1,31.75,1443,1443,-1,0
2040660,03/03/2020,17000,60,Employed - full time,Bike,0,148,5,12,2,1,0,1,10,61.08,20086,20086,-1,0
2040797,03/03/2020,6500,48,Employed - full time,new tv,0,180,5,27,16,3,10,3,11,81.0,43316,43316,-1,7
2041720,03/03/2020,15000,60,Employed - full time,Doing decorating,0,246,5,18,10,1,3,3,8,55.39,21726,21726,-1,7
2042100,03/03/2020,1000,24,Employed - full time,Personal loan,0,237,3,27,11,3,1,4,16,55.19,14587,14587,-1,0
2042355,03/03/2020,7500,36,Employed - full time,Extra Cash,0,51,1,13,8,5,0,8,5,14.54,3381,3381,-1,0
2043101,03/03/2020,15000,60,Employed - full time,furniture,0,107,6,15,11,1,0,6,4,23.33,56509,56509,-1,0
2044047,03/03/2020,7500,48,Employed - full time,Other,0,77,2,6,5,1,0,1,1,28.0,4288,4288,-1,0
2044418,03/03/2020,8000,60,Employed - part time,pay off catalogs,1,83,2,17,8,3,0,4,9,35.0,6645,6645,-1,0
2046899,03/03/2020,5000,60,Self employed,Wight loss surgery,0,301,5,6,6,0,1,3,0,76.5,7044,7044,-1,7
2046916,03/03/2020,7500,36,Employed - full time,Car,0,196,11,13,9,0,1,1,4,69.23,10490,10490,-1,0
2047700,03/03/2020,6500,48,Employed - full time,Repairs,0,281,1,15,10,0,5,5,5,90.13,1588,1588,-1,7
2047915,03/03/2020,1000,24,Employed - full time,Home improvements,0,228,2,10,10,0,0,2,0,110.0,119340,16607,-1,0
2048059,03/03/2020,8000,54,Employed - full time,Car,0,135,13,5,4,0,2,0,1,68.6,12639,12639,-1,7
2048638,03/03/2020,5000,36,Employed - full time,building work,0,134,7,25,12,5,1,3,13,49.0,311774,90441,-1,0
2048755,03/03/2020,20000,60,Employed - full time,transport,0,293,5,12,9,0,0,3,3,91.33,95793,32078,-1,0
2049442,03/03/2020,10000,60,Employed - full time,Flooded kitchen need repairs,0,111,1,19,7,4,5,3,12,46.53,17773,17773,-1,7
2051295,03/03/2020,15000,60,Employed - full time,Consolidate my bills,0,118,4,4,3,1,0,1,1,53.25,43307,43307,-1,0
2051401,03/03/2020,2500,24,Employed - full time,Furnish house,0,102,11,5,2,3,0,1,3,34.8,181,181,-1,0
2051989,03/03/2020,6500,48,Employed - part time,Emergency,0,42,0,4,4,0,0,2,0,17.75,0,0,-1,0
2053081,03/03/2020,5000,12,Employed - full time,Vehicle purchase,0,31,4,11,10,1,0,7,1,11.55,6037,6037,-1,0
2053543,03/03/2020,10000,60,Self employed,home improvement,0,200,17,13,11,0,0,0,2,77.23,62362,5383,-1,0
2054201,03/03/2020,13000,24,Employed - full time,Bills car maintenance holiday,0,174,2,16,11,1,0,5,5,50.62,12518,12518,-1,0
2054678,03/03/2020,1000,12,Self employed,Consolidation,0,53,1,6,6,0,2,3,0,23.83,29422,29422,-1,7
2056081,03/03/2020,1500,24,Employed - full time,Debt consolidation,0,251,2,11,6,1,0,2,5,81.27,3000,3000,-1,0
2056219,03/03/2020,10000,48,Employed - full time,car,0,151,4,8,4,1,2,2,4,68.0,1574,1574,-1,0
2056270,03/03/2020,10000,36,Employed - full time,Car,0,30,2,6,6,0,0,3,0,11.67,625,625,-1,0
2056543,03/03/2020,15000,60,Employed - full time,Complete debt consolidation,0,143,5,8,6,0,0,2,2,51.25,9948,9948,-1,0
2057360,03/03/2020,4000,48,Employed - full time,Things I need,1,214,4,10,6,0,0,1,4,104.0,5890,5890,-1,0
2057804,03/03/2020,6500,48,Self employed,Furniture,0,200,15,4,4,0,0,0,0,95.5,26,26,-1,0
2058222,03/03/2020,7500,36,Employed - full time,Wedding,0,228,7,3,2,1,0,1,1,100.33,0,0,-1,0
2059387,03/03/2020,15000,60,Employed - full time,van,0,382,18,16,7,0,0,0,9,93.06,53335,1879,-1,0
2059626,03/03/2020,2000,24,Employed - full time,Consolidation,0,195,4,17,12,2,0,6,5,37.06,8312,8312,-1,0
2060466,03/03/2020,1000,24,Employed - full time,Other,0,73,25,6,4,0,3,0,2,58.83,1577,1577,-1,7
2061919,03/03/2020,7500,60,Employed - full time,Consolidation,0,223,1,30,18,0,0,6,12,58.43,88634,45432,-1,0
2062589,04/03/2020,12000,48,Self employed,car loan,0,133,4,9,5,0,0,1,4,82.22,11194,11194,-1,0
2064506,04/03/2020,15000,48,Employed - full time,Flat,0,309,3,38,12,3,0,6,26,68.89,369240,28771,-1,0
2065313,04/03/2020,8000,48,Employed - full time,Dental,0,172,9,24,13,3,0,2,11,71.58,126952,3167,-1,0
2066801,04/03/2020,3000,60,Employed - full time,Consolidation of debt,0,134,1,108,16,35,0,33,92,19.05,10779,10779,-1,0
2067281,04/03/2020,6500,48,Employed - full time,other,0,221,9,23,15,0,6,1,8,59.83,6510,6510,-1,7
2067385,04/03/2020,4000,24,Employed - full time,Holiday,0,46,2,7,6,0,1,2,1,18.86,1185,1185,-1,7
2067413,04/03/2020,20000,60,Employed - full time,Other,0,196,3,13,10,2,0,1,3,63.54,106512,6494,-1,0
2067809,04/03/2020,9000,12,Employed - full time,House improvement,0,133,5,20,17,0,0,2,3,72.65,164745,28000,-1,1
2068301,04/03/2020,600,12,Employed - part time,family commitments,0,114,4,33,20,6,1,15,13,29.15,66101,7293,-1,7
2068531,04/03/2020,6500,48,Employed - full time,Unexpected Expenses,0,85,2,32,16,13,4,21,16,20.44,11179,11179,-1,7
2069553,04/03/2020,2000,24,Self employed,Other,0,157,1,19,13,2,4,5,6,45.05,20550,20550,-1,7
2069684,04/03/2020,5000,54,Self employed,It is for a house time live in,0,217,13,11,6,0,0,0,5,66.27,278915,13089,-1,0
2073222,04/03/2020,2500,24,Employed - full time,Vets bills,0,146,2,35,20,4,11,7,15,49.91,15638,15638,-1,7
2073454,04/03/2020,10000,48,Employed - part time,car,0,96,6,12,8,0,0,1,4,53.92,103758,12248,-1,0
2075534,04/03/2020,16000,60,Employed - full time,Other,0,202,3,36,9,3,1,4,27,60.56,156480,13829,-1,0
2076031,04/03/2020,1000,12,Employed - full time,Car and consolidation,0,199,14,24,9,3,3,0,15,52.08,3771,3771,-1,7
2076182,04/03/2020,3000,24,Employed - full time,consolidation,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
2078801,04/03/2020,5000,60,Employed - full time,Second Household Car,0,312,5,11,7,3,0,2,4,75.18,10547,10547,-1,0
2079322,04/03/2020,12000,60,Employed - full time,Debt consolidation,0,77,15,11,5,1,0,0,6,40.91,9980,9980,-1,0
2080263,04/03/2020,2000,24,Retired,Debt consolidation,0,135,1,15,8,1,2,3,7,52.27,1482,1482,-1,7
2080794,04/03/2020,15000,60,Self employed,Car,0,164,2,15,5,4,0,2,10,49.27,10386,10386,-1,0
2080926,04/03/2020,6000,48,Employed - full time,debt consolidation,1,101,19,13,7,0,0,0,6,49.31,9891,9891,-1,0
2082485,04/03/2020,8000,24,Employed - full time,Consolidating debts,1,160,51,6,5,0,0,0,1,90.67,10422,10422,-1,0
2083781,04/03/2020,12000,60,Employed - full time,Other,0,266,14,16,9,0,0,0,7,69.56,122843,37301,-1,0
2084066,04/03/2020,20000,60,Employed - full time,day to day,0,167,1,43,15,1,3,4,28,46.98,13290,13290,-1,7
2084962,04/03/2020,3000,60,Employed - full time,House items,0,110,0,22,14,2,0,8,8,38.73,257972,62492,-1,0
2085071,04/03/2020,5000,36,Self employed,Home improve and debt col,0,245,6,10,9,0,0,1,1,60.2,6221,6221,-1,0
2085864,04/03/2020,15000,60,Self employed,General living,0,86,8,20,10,1,0,1,10,39.45,4717,4717,-1,0
2088217,04/03/2020,11000,60,Employed - full time,House appliances,0,146,1,15,12,0,0,5,3,52.67,185307,25796,-1,0
2089538,04/03/2020,6500,48,Self employed,Family funeral,0,295,1,15,12,2,0,3,3,65.33,11664,11664,-1,0
2091016,04/03/2020,1000,24,Employed - full time,Family emergency,0,172,2,50,6,17,0,16,44,37.78,230503,13353,-1,0
2091820,04/03/2020,5000,24,Employed - part time,Consolidation,0,78,4,57,13,5,1,4,44,42.26,19585,19585,-1,0
2091956,04/03/2020,2000,24,Employed - full time,Consolidation and car,0,88,1,6,5,0,4,1,1,59.0,1925,1925,-1,7
2092298,04/03/2020,15000,36,Employed - full time,Car,0,260,12,17,7,1,0,0,10,75.12,26830,26830,-1,1
2092713,04/03/2020,1000,12,Employed - full time,Other,0,147,10,15,8,3,4,5,7,45.33,2308,2308,-1,7
2092806,04/03/2020,6500,48,Employed - full time,Marrige,0,192,3,7,5,0,0,1,2,101.29,1867,1867,-1,0
2094752,05/03/2020,10000,48,Employed - full time,Short term loan,0,276,1,53,11,2,11,3,42,49.68,19590,19590,-1,7
2094840,05/03/2020,1000,18,Self employed,House appliances,0,55,11,4,4,0,3,1,0,32.75,2323,2323,-1,7
2096716,05/03/2020,10000,60,Employed - full time,Money I owe my parents,0,116,5,7,5,0,0,3,2,48.43,1190,1190,-1,0
2097310,05/03/2020,6500,48,Employed - full time,Pet,0,134,1,13,12,0,7,4,1,40.42,4488,4488,-1,7
2097867,05/03/2020,4000,36,Employed - full time,Other,1,103,3,17,5,2,0,2,12,37.53,2060,2060,-1,0
2098322,05/03/2020,10000,60,Employed - full time,Other,0,149,5,45,23,0,0,2,22,49.0,127881,26776,-1,0
2098980,05/03/2020,3000,24,Employed - full time,Car,0,158,9,28,14,0,13,1,14,51.89,3511,3511,-1,7
2099248,05/03/2020,500,12,Employed - full time,study,0,156,1,15,12,2,1,9,3,32.93,181200,18278,-1,0
2100063,05/03/2020,7500,60,Employed - full time,Improve credit,0,137,6,24,17,1,0,5,7,52.38,205103,63182,-1,0
2100384,05/03/2020,6500,48,Employed - full time,towards house renovations,0,67,13,7,4,1,1,0,3,31.14,190,190,-1,7
2100672,05/03/2020,3000,24,Employed - full time,Other,1,78,6,5,5,0,0,1,0,39.0,2476,2476,-1,1
2102300,05/03/2020,10000,60,Self employed,Debt consolidation,0,105,6,18,16,0,0,3,2,49.94,24394,24394,-1,0
2102624,05/03/2020,10000,60,Employed - full time,vet bills,0,115,6,14,10,1,1,1,4,51.86,15355,15355,-1,0
2105436,05/03/2020,6500,48,Employed - full time,Other,0,166,26,21,8,4,6,0,13,92.76,89056,14743,-1,7
2105873,05/03/2020,18000,36,Employed - full time,Other,0,151,1,10,9,0,0,1,1,79.4,2844,2844,-1,0
2107409,05/03/2020,8000,48,Employed - full time,Car and learning to drive,0,199,11,8,7,0,0,1,1,71.0,23357,23357,-1,0
2108643,05/03/2020,6500,48,Employed - full time,training,0,277,1,18,14,2,0,2,4,86.0,415814,23,-1,0
2109361,05/03/2020,20000,60,Employed - full time,home improvements,0,177,3,14,6,4,0,3,8,73.5,190092,309,-1,0
2109524,05/03/2020,10000,60,Employed - full time,new car,0,151,2,14,6,5,4,4,8,49.0,8190,8190,-1,7
2109995,05/03/2020,500,12,Employed - full time,car,0,124,1,32,14,16,1,23,18,19.19,21850,21850,-1,7
2111353,05/03/2020,1000,12,Employed - full time,New born baby,0,106,6,14,10,0,7,1,4,38.79,5732,5732,-1,7
2112814,05/03/2020,12000,60,Employed - full time,Car,0,160,3,13,7,1,0,1,6,65.31,103383,1428,-1,0
2113194,05/03/2020,15000,60,Employed - full time,Decorate my house,0,26,3,6,6,0,0,4,0,11.0,0,0,-1,0
2114320,05/03/2020,10000,60,Employed - full time,Car Loan,0,130,3,15,9,2,0,3,6,37.53,98853,1310,-1,0
2115681,05/03/2020,6000,30,Employed - full time,Driving test,0,87,6,9,6,1,0,3,3,38.89,84269,9341,-1,0
2117150,05/03/2020,2000,24,Employed - full time,House hold upgrade,0,111,10,18,15,2,2,1,3,37.94,11340,11340,-1,7
2117833,05/03/2020,10000,60,Employed - full time,Consolidate bills,0,178,4,29,20,2,2,2,9,64.31,104372,24260,-1,7
2119046,06/03/2020,10000,48,Employed - full time,Unexpected purchase,1,197,9,16,9,3,0,1,7,77.0,135698,4829,-1,0
2119253,06/03/2020,1000,18,Employed - full time,Wife's visa,0,122,1,34,13,7,7,13,21,25.44,7091,7091,-1,7
2119646,06/03/2020,1000,12,Employed - full time,Car,0,2,2,1,1,0,0,1,0,2.0,0,0,-1,0
2119647,06/03/2020,500,12,Employed - full time,Cat,0,164,3,31,9,1,1,4,22,45.81,2381,2381,-1,7
2120262,06/03/2020,1000,24,Employed - full time,Other,0,38,2,16,13,2,1,10,3,11.69,4206,4206,-1,7
2120494,06/03/2020,13000,48,Employed - full time,Others,0,193,3,8,8,0,0,2,0,67.38,104250,11170,-1,0
2123771,06/03/2020,5000,36,Employed - part time,Other,0,138,4,21,6,7,4,6,15,32.24,3167,3167,-1,7
2129874,06/03/2020,1500,36,Employed - full time,clearing previous debts,1,136,8,26,8,5,4,4,18,50.5,1788,1788,-1,0
2130863,06/03/2020,5000,36,Employed - full time,Debt,0,166,2,38,25,2,0,14,13,41.63,20017,20017,-1,3
2132687,06/03/2020,6500,48,Employed - full time,garden,0,74,4,10,9,0,0,3,1,28.7,170868,35032,-1,0
2133683,06/03/2020,6000,60,Employed - full time,Emergency expense,1,54,21,8,3,2,0,0,5,35.88,945,945,-1,0
2136032,06/03/2020,5000,36,Employed - part time,DEBT CONSOLIDATION,0,215,3,13,7,1,0,2,6,60.54,22108,22108,-1,0
2138815,06/03/2020,6500,48,Employed - full time,Hospital Treatment,0,167,5,15,10,1,3,2,5,39.67,2737,2737,-1,7
2139037,06/03/2020,6500,60,Employed - full time,Debt payments,1,217,18,22,12,0,1,0,10,90.09,12813,12813,-1,0
2139444,06/03/2020,6500,48,Employed - part time,personal project,0,167,21,8,7,0,0,0,1,84.38,90689,5728,-1,0
2140632,06/03/2020,8000,60,Employed - full time,Home improvement,1,192,4,12,5,1,0,1,7,84.5,1803,1803,-1,0
2141923,06/03/2020,3000,60,Employed - full time,Boiler,0,248,7,10,7,1,0,2,3,76.0,11306,11306,-1,0
2142672,06/03/2020,7500,60,Self employed,other debts,0,85,2,22,12,1,0,5,10,37.5,16440,16440,-1,0
2143029,06/03/2020,6500,48,Self employed,Unexpected situation,0,124,1,9,7,0,4,2,2,60.56,14026,14026,-1,7
2144652,06/03/2020,6500,48,Employed - full time,short term cash loan,0,238,3,17,11,3,0,4,6,74.65,40941,40941,-1,0
2145406,06/03/2020,6500,48,Employed - full time,Hospital unexpected costs,0,233,4,22,19,0,0,2,3,66.45,998042,76829,-1,0
2145831,06/03/2020,6500,48,Employed - full time,vets bills,0,179,28,10,6,0,2,0,4,122.6,16399,16399,-1,7
2145976,06/03/2020,12000,48,Employed - full time,Consolidation,0,181,5,13,8,2,0,4,5,39.62,12371,12371,-1,0
